ID,Cancer
test_16759,Malignant
test_16760,Malignant
test_16761,Benign
test_16762,Malignant
test_16763,Malignant
test_16764,Benign
test_16765,Benign
test_16766,Benign
test_16767,Malignant
test_16768,Malignant
test_16769,Benign
test_16770,Benign
test_16771,Malignant
test_16772,Malignant
test_16773,Benign
test_16774,Malignant
test_16775,Benign
test_16776,Malignant
test_16777,Malignant
test_16778,Benign
test_16779,Malignant
test_16780,Benign
test_16781,Malignant
test_16782,Benign
test_16783,Benign
test_16784,Malignant
test_16785,Benign
test_16786,Malignant
test_16787,Benign
test_16788,Benign
test_16789,Benign
test_16790,Benign
test_16791,Malignant
test_16792,Benign
test_16793,Benign
test_16794,Malignant
test_16795,Benign
test_16796,Benign
test_16797,Malignant
test_16798,Malignant
test_16799,Benign
test_16800,Malignant
test_16801,Benign
test_16802,Malignant
test_16803,Malignant
test_16804,Benign
test_16805,Benign
test_16806,Benign
test_16807,Malignant
test_16808,Malignant
test_16809,Malignant
test_16810,Malignant
test_16811,Benign
test_16812,Malignant
test_16813,Malignant
test_16814,Malignant
test_16815,Malignant
test_16816,Malignant
test_16817,Malignant
test_16818,Malignant
test_16819,Malignant
test_16820,Malignant
test_16821,Malignant
test_16822,Benign
test_16823,Malignant
test_16824,Benign
test_16825,Benign
test_16826,Malignant
test_16827,Benign
test_16828,Malignant
test_16829,Malignant
test_16830,Malignant
test_16831,Malignant
test_16832,Malignant
test_16833,Malignant
test_16834,Malignant
test_16835,Benign
test_16836,Benign
test_16837,Benign
test_16838,Benign
test_16839,Malignant
test_16840,Benign
test_16841,Malignant
test_16842,Benign
test_16843,Benign
test_16844,Malignant
test_16845,Malignant
test_16846,Malignant
test_16847,Malignant
test_16848,Malignant
test_16849,Benign
test_16850,Malignant
test_16851,Benign
test_16852,Malignant
test_16853,Malignant
test_16854,Malignant
test_16855,Benign
test_16856,Malignant
test_16857,Benign
test_16858,Malignant
test_16859,Malignant
test_16860,Benign
test_16861,Malignant
test_16862,Malignant
test_16863,Malignant
test_16864,Malignant
test_16865,Benign
test_16866,Malignant
test_16867,Benign
test_16868,Malignant
test_16869,Malignant
test_16870,Malignant
test_16871,Benign
test_16872,Malignant
test_16873,Malignant
test_16874,Malignant
test_16875,Benign
test_16876,Benign
test_16877,Malignant
test_16878,Benign
test_16879,Malignant
test_16880,Benign
test_16881,Benign
test_16882,Malignant
test_16883,Malignant
test_16884,Malignant
test_16885,Benign
test_16886,Malignant
test_16887,Benign
test_16888,Malignant
test_16889,Benign
test_16890,Benign
test_16891,Benign
test_16892,Malignant
test_16893,Benign
test_16894,Benign
test_16895,Malignant
test_16896,Benign
test_16897,Malignant
test_16898,Benign
test_16899,Benign
test_16900,Benign
test_16901,Benign
test_16902,Benign
test_16903,Benign
test_16904,Benign
test_16905,Benign
test_16906,Benign
test_16907,Malignant
test_16908,Benign
test_16909,Malignant
test_16910,Malignant
test_16911,Malignant
test_16912,Malignant
test_16913,Benign
test_16914,Benign
test_16915,Malignant
test_16916,Benign
test_16917,Malignant
test_16918,Malignant
test_16919,Malignant
test_16920,Malignant
test_16921,Malignant
test_16922,Malignant
test_16923,Benign
test_16924,Benign
test_16925,Malignant
test_16926,Benign
test_16927,Benign
test_16928,Benign
test_16929,Benign
test_16930,Benign
test_16931,Benign
test_16932,Benign
test_16933,Benign
test_16934,Benign
test_16935,Benign
test_16936,Malignant
test_16937,Benign
test_16938,Benign
test_16939,Benign
test_16940,Malignant
test_16941,Benign
test_16942,Benign
test_16943,Benign
test_16944,Benign
test_16945,Benign
test_16946,Benign
test_16947,Benign
test_16948,Benign
test_16949,Malignant
test_16950,Malignant
test_16951,Malignant
test_16952,Benign
test_16953,Benign
test_16954,Malignant
test_16955,Benign
test_16956,Malignant
test_16957,Benign
test_16958,Malignant
test_16959,Benign
test_16960,Malignant
test_16961,Malignant
test_16962,Malignant
test_16963,Benign
test_16964,Malignant
test_16965,Benign
test_16966,Benign
test_16967,Malignant
test_16968,Malignant
test_16969,Malignant
test_16970,Benign
test_16971,Malignant
test_16972,Malignant
test_16973,Malignant
test_16974,Benign
test_16975,Malignant
test_16976,Benign
test_16977,Benign
test_16978,Benign
test_16979,Malignant
test_16980,Malignant
test_16981,Malignant
test_16982,Malignant
test_16983,Benign
test_16984,Benign
test_16985,Malignant
test_16986,Benign
test_16987,Malignant
test_16988,Benign
test_16989,Malignant
test_16990,Benign
test_16991,Malignant
test_16992,Malignant
test_16993,Benign
test_16994,Malignant
test_16995,Benign
test_16996,Benign
test_16997,Malignant
test_16998,Benign
test_16999,Malignant
test_17000,Malignant
test_17001,Benign
test_17002,Benign
test_17003,Malignant
test_17004,Malignant
test_17005,Malignant
test_17006,Malignant
test_17007,Malignant
test_17008,Benign
test_17009,Malignant
test_17010,Malignant
test_17011,Benign
test_17012,Malignant
test_17013,Malignant
test_17014,Malignant
test_17015,Malignant
test_17016,Benign
test_17017,Malignant
test_17018,Malignant
test_17019,Malignant
test_17020,Benign
test_17021,Malignant
test_17022,Malignant
test_17023,Malignant
test_17024,Malignant
test_17025,Benign
test_17026,Malignant
test_17027,Malignant
test_17028,Malignant
test_17029,Benign
test_17030,Malignant
test_17031,Benign
test_17032,Malignant
test_17033,Malignant
test_17034,Malignant
test_17035,Malignant
test_17036,Benign
test_17037,Benign
test_17038,Malignant
test_17039,Benign
test_17040,Malignant
test_17041,Malignant
test_17042,Benign
test_17043,Malignant
test_17044,Malignant
test_17045,Benign
test_17046,Malignant
test_17047,Benign
test_17048,Malignant
test_17049,Benign
test_17050,Malignant
test_17051,Benign
test_17052,Malignant
test_17053,Benign
test_17054,Benign
test_17055,Benign
test_17056,Malignant
test_17057,Benign
test_17058,Malignant
test_17059,Malignant
test_17060,Malignant
test_17061,Malignant
test_17062,Benign
test_17063,Benign
test_17064,Malignant
test_17065,Malignant
test_17066,Benign
test_17067,Benign
test_17068,Malignant
test_17069,Benign
test_17070,Malignant
test_17071,Benign
test_17072,Malignant
test_17073,Benign
test_17074,Benign
test_17075,Benign
test_17076,Malignant
test_17077,Benign
test_17078,Malignant
test_17079,Benign
test_17080,Benign
test_17081,Benign
test_17082,Malignant
test_17083,Benign
test_17084,Benign
test_17085,Malignant
test_17086,Malignant
test_17087,Malignant
test_17088,Malignant
test_17089,Benign
test_17090,Malignant
test_17091,Benign
test_17092,Malignant
test_17093,Benign
test_17094,Malignant
test_17095,Benign
test_17096,Malignant
test_17097,Benign
test_17098,Benign
test_17099,Malignant
test_17100,Benign
test_17101,Malignant
test_17102,Malignant
test_17103,Malignant
test_17104,Benign
test_17105,Malignant
test_17106,Benign
test_17107,Benign
test_17108,Benign
test_17109,Malignant
test_17110,Benign
test_17111,Malignant
test_17112,Benign
test_17113,Malignant
test_17114,Malignant
test_17115,Malignant
test_17116,Malignant
test_17117,Malignant
test_17118,Benign
test_17119,Malignant
test_17120,Malignant
test_17121,Benign
test_17122,Benign
test_17123,Benign
test_17124,Benign
test_17125,Benign
test_17126,Malignant
test_17127,Malignant
test_17128,Malignant
test_17129,Benign
test_17130,Benign
test_17131,Benign
test_17132,Benign
test_17133,Malignant
test_17134,Malignant
test_17135,Benign
test_17136,Malignant
test_17137,Benign
test_17138,Malignant
test_17139,Benign
test_17140,Malignant
test_17141,Benign
test_17142,Malignant
test_17143,Malignant
test_17144,Malignant
test_17145,Malignant
test_17146,Malignant
test_17147,Malignant
test_17148,Benign
test_17149,Benign
test_17150,Benign
test_17151,Benign
test_17152,Malignant
test_17153,Malignant
test_17154,Benign
test_17155,Malignant
test_17156,Malignant
test_17157,Malignant
test_17158,Malignant
test_17159,Malignant
test_17160,Malignant
test_17161,Benign
test_17162,Malignant
test_17163,Malignant
test_17164,Malignant
test_17165,Malignant
test_17166,Malignant
test_17167,Malignant
test_17168,Malignant
test_17169,Benign
test_17170,Benign
test_17171,Malignant
test_17172,Benign
test_17173,Malignant
test_17174,Benign
test_17175,Benign
test_17176,Malignant
test_17177,Benign
test_17178,Malignant
test_17179,Benign
test_17180,Malignant
test_17181,Malignant
test_17182,Malignant
test_17183,Malignant
test_17184,Benign
test_17185,Malignant
test_17186,Benign
test_17187,Malignant
test_17188,Malignant
test_17189,Benign
test_17190,Benign
test_17191,Benign
test_17192,Malignant
test_17193,Malignant
test_17194,Benign
test_17195,Benign
test_17196,Malignant
test_17197,Malignant
test_17198,Benign
test_17199,Benign
test_17200,Benign
test_17201,Benign
test_17202,Benign
test_17203,Benign
test_17204,Malignant
test_17205,Malignant
test_17206,Malignant
test_17207,Benign
test_17208,Malignant
test_17209,Malignant
test_17210,Benign
test_17211,Malignant
test_17212,Benign
test_17213,Benign
test_17214,Malignant
test_17215,Benign
test_17216,Benign
test_17217,Benign
test_17218,Benign
test_17219,Malignant
test_17220,Malignant
test_17221,Benign
test_17222,Benign
test_17223,Malignant
test_17224,Benign
test_17225,Malignant
test_17226,Malignant
test_17227,Benign
test_17228,Benign
test_17229,Benign
test_17230,Benign
test_17231,Malignant
test_17232,Benign
test_17233,Benign
test_17234,Malignant
test_17235,Benign
test_17236,Benign
test_17237,Malignant
test_17238,Benign
test_17239,Benign
test_17240,Malignant
test_17241,Malignant
test_17242,Malignant
test_17243,Benign
test_17244,Malignant
test_17245,Malignant
test_17246,Malignant
test_17247,Benign
test_17248,Benign
test_17249,Benign
test_17250,Benign
test_17251,Malignant
test_17252,Benign
test_17253,Benign
test_17254,Malignant
test_17255,Benign
test_17256,Benign
test_17257,Benign
test_17258,Malignant
test_17259,Benign
test_17260,Malignant
test_17261,Malignant
test_17262,Benign
test_17263,Malignant
test_17264,Malignant
test_17265,Benign
test_17266,Benign
test_17267,Benign
test_17268,Benign
test_17269,Malignant
test_17270,Malignant
test_17271,Malignant
test_17272,Benign
test_17273,Benign
test_17274,Malignant
test_17275,Malignant
test_17276,Malignant
test_17277,Benign
test_17278,Malignant
test_17279,Benign
test_17280,Benign
test_17281,Malignant
test_17282,Malignant
test_17283,Benign
test_17284,Benign
test_17285,Malignant
test_17286,Benign
test_17287,Benign
test_17288,Benign
test_17289,Malignant
test_17290,Malignant
test_17291,Malignant
test_17292,Malignant
test_17293,Benign
test_17294,Malignant
test_17295,Malignant
test_17296,Benign
test_17297,Benign
test_17298,Benign
test_17299,Malignant
test_17300,Benign
test_17301,Benign
test_17302,Malignant
test_17303,Benign
test_17304,Malignant
test_17305,Malignant
test_17306,Benign
test_17307,Malignant
test_17308,Benign
test_17309,Malignant
test_17310,Malignant
test_17311,Benign
test_17312,Benign
test_17313,Malignant
test_17314,Benign
test_17315,Benign
test_17316,Malignant
test_17317,Benign
test_17318,Benign
test_17319,Benign
test_17320,Malignant
test_17321,Malignant
test_17322,Malignant
test_17323,Malignant
test_17324,Benign
test_17325,Benign
test_17326,Malignant
test_17327,Benign
test_17328,Malignant
test_17329,Malignant
test_17330,Malignant
test_17331,Malignant
test_17332,Benign
test_17333,Benign
test_17334,Malignant
test_17335,Malignant
test_17336,Malignant
test_17337,Malignant
test_17338,Malignant
test_17339,Malignant
test_17340,Malignant
test_17341,Malignant
test_17342,Benign
test_17343,Benign
test_17344,Malignant
test_17345,Benign
test_17346,Benign
test_17347,Malignant
test_17348,Malignant
test_17349,Benign
test_17350,Benign
test_17351,Malignant
test_17352,Benign
test_17353,Malignant
test_17354,Malignant
test_17355,Benign
test_17356,Benign
test_17357,Malignant
test_17358,Benign
test_17359,Benign
test_17360,Malignant
test_17361,Malignant
test_17362,Benign
test_17363,Benign
test_17364,Malignant
test_17365,Malignant
test_17366,Benign
test_17367,Benign
test_17368,Malignant
test_17369,Malignant
test_17370,Benign
test_17371,Malignant
test_17372,Benign
test_17373,Malignant
test_17374,Malignant
test_17375,Malignant
test_17376,Malignant
test_17377,Malignant
test_17378,Benign
test_17379,Benign
test_17380,Malignant
test_17381,Malignant
test_17382,Malignant
test_17383,Malignant
test_17384,Benign
test_17385,Malignant
test_17386,Malignant
test_17387,Malignant
test_17388,Benign
test_17389,Malignant
test_17390,Malignant
test_17391,Benign
test_17392,Malignant
test_17393,Benign
test_17394,Benign
test_17395,Benign
test_17396,Benign
test_17397,Malignant
test_17398,Benign
test_17399,Malignant
test_17400,Benign
test_17401,Benign
test_17402,Benign
test_17403,Malignant
test_17404,Malignant
test_17405,Benign
test_17406,Benign
test_17407,Benign
test_17408,Benign
test_17409,Benign
test_17410,Benign
test_17411,Benign
test_17412,Benign
test_17413,Benign
test_17414,Benign
test_17415,Malignant
test_17416,Malignant
test_17417,Malignant
test_17418,Benign
test_17419,Malignant
test_17420,Benign
test_17421,Benign
test_17422,Benign
test_17423,Benign
test_17424,Malignant
test_17425,Benign
test_17426,Benign
test_17427,Malignant
test_17428,Benign
test_17429,Benign
test_17430,Benign
test_17431,Benign
test_17432,Benign
test_17433,Malignant
test_17434,Benign
test_17435,Benign
test_17436,Benign
test_17437,Malignant
test_17438,Benign
test_17439,Malignant
test_17440,Benign
test_17441,Benign
test_17442,Benign
test_17443,Benign
test_17444,Malignant
test_17445,Benign
test_17446,Benign
test_17447,Benign
test_17448,Benign
test_17449,Malignant
test_17450,Benign
test_17451,Malignant
test_17452,Benign
test_17453,Benign
test_17454,Malignant
test_17455,Benign
test_17456,Benign
test_17457,Benign
test_17458,Malignant
test_17459,Malignant
test_17460,Benign
test_17461,Malignant
test_17462,Benign
test_17463,Malignant
test_17464,Malignant
test_17465,Benign
test_17466,Malignant
test_17467,Malignant
test_17468,Malignant
test_17469,Benign
test_17470,Malignant
test_17471,Benign
test_17472,Benign
test_17473,Malignant
test_17474,Malignant
test_17475,Malignant
test_17476,Malignant
test_17477,Benign
test_17478,Malignant
test_17479,Malignant
test_17480,Malignant
test_17481,Malignant
test_17482,Malignant
test_17483,Benign
test_17484,Benign
test_17485,Benign
test_17486,Malignant
test_17487,Malignant
test_17488,Malignant
test_17489,Benign
test_17490,Malignant
test_17491,Malignant
test_17492,Benign
test_17493,Benign
test_17494,Malignant
test_17495,Benign
test_17496,Malignant
test_17497,Malignant
test_17498,Malignant
test_17499,Benign
test_17500,Benign
test_17501,Benign
test_17502,Malignant
test_17503,Benign
test_17504,Malignant
test_17505,Malignant
test_17506,Malignant
test_17507,Benign
test_17508,Malignant
test_17509,Benign
test_17510,Benign
test_17511,Benign
test_17512,Malignant
test_17513,Benign
test_17514,Malignant
test_17515,Benign
test_17516,Malignant
test_17517,Malignant
test_17518,Malignant
test_17519,Benign
test_17520,Malignant
test_17521,Malignant
test_17522,Malignant
test_17523,Malignant
test_17524,Benign
test_17525,Benign
test_17526,Malignant
test_17527,Benign
test_17528,Malignant
test_17529,Benign
test_17530,Malignant
test_17531,Benign
test_17532,Malignant
test_17533,Benign
test_17534,Malignant
test_17535,Benign
test_17536,Malignant
test_17537,Benign
test_17538,Benign
test_17539,Benign
test_17540,Benign
test_17541,Malignant
test_17542,Benign
test_17543,Benign
test_17544,Benign
test_17545,Malignant
test_17546,Benign
test_17547,Benign
test_17548,Benign
test_17549,Benign
test_17550,Benign
test_17551,Benign
test_17552,Benign
test_17553,Benign
test_17554,Benign
test_17555,Malignant
test_17556,Benign
test_17557,Benign
test_17558,Malignant
test_17559,Malignant
test_17560,Benign
test_17561,Benign
test_17562,Malignant
test_17563,Malignant
test_17564,Malignant
test_17565,Malignant
test_17566,Benign
test_17567,Malignant
test_17568,Malignant
test_17569,Benign
test_17570,Benign
test_17571,Malignant
test_17572,Malignant
test_17573,Malignant
test_17574,Benign
test_17575,Benign
test_17576,Benign
test_17577,Benign
test_17578,Benign
test_17579,Malignant
test_17580,Malignant
test_17581,Benign
test_17582,Benign
test_17583,Benign
test_17584,Malignant
test_17585,Benign
test_17586,Benign
test_17587,Benign
test_17588,Benign
test_17589,Malignant
test_17590,Benign
test_17591,Benign
test_17592,Malignant
test_17593,Benign
test_17594,Malignant
test_17595,Malignant
test_17596,Malignant
test_17597,Malignant
test_17598,Benign
test_17599,Malignant
test_17600,Malignant
test_17601,Benign
test_17602,Malignant
test_17603,Malignant
test_17604,Benign
test_17605,Benign
test_17606,Benign
test_17607,Malignant
test_17608,Malignant
test_17609,Malignant
test_17610,Malignant
test_17611,Malignant
test_17612,Benign
test_17613,Malignant
test_17614,Malignant
test_17615,Malignant
test_17616,Malignant
test_17617,Malignant
test_17618,Malignant
test_17619,Malignant
test_17620,Malignant
test_17621,Benign
test_17622,Malignant
test_17623,Benign
test_17624,Malignant
test_17625,Benign
test_17626,Malignant
test_17627,Benign
test_17628,Malignant
test_17629,Benign
test_17630,Benign
test_17631,Benign
test_17632,Malignant
test_17633,Benign
test_17634,Benign
test_17635,Malignant
test_17636,Benign
test_17637,Malignant
test_17638,Malignant
test_17639,Malignant
test_17640,Malignant
test_17641,Benign
test_17642,Malignant
test_17643,Benign
test_17644,Benign
test_17645,Malignant
test_17646,Benign
test_17647,Benign
test_17648,Benign
test_17649,Benign
test_17650,Benign
test_17651,Benign
test_17652,Malignant
test_17653,Benign
test_17654,Benign
test_17655,Benign
test_17656,Benign
test_17657,Benign
test_17658,Malignant
test_17659,Benign
test_17660,Benign
test_17661,Benign
test_17662,Malignant
test_17663,Benign
test_17664,Benign
test_17665,Malignant
test_17666,Malignant
test_17667,Benign
test_17668,Benign
test_17669,Benign
test_17670,Benign
test_17671,Malignant
test_17672,Malignant
test_17673,Benign
test_17674,Benign
test_17675,Benign
test_17676,Malignant
test_17677,Benign
test_17678,Malignant
test_17679,Benign
test_17680,Malignant
test_17681,Malignant
test_17682,Benign
test_17683,Malignant
test_17684,Malignant
test_17685,Malignant
test_17686,Benign
test_17687,Malignant
test_17688,Benign
test_17689,Malignant
test_17690,Benign
test_17691,Malignant
test_17692,Benign
test_17693,Malignant
test_17694,Benign
test_17695,Benign
test_17696,Malignant
test_17697,Benign
test_17698,Malignant
test_17699,Benign
test_17700,Malignant
test_17701,Benign
test_17702,Malignant
test_17703,Malignant
test_17704,Benign
test_17705,Benign
test_17706,Benign
test_17707,Benign
test_17708,Benign
test_17709,Malignant
test_17710,Benign
test_17711,Malignant
test_17712,Benign
test_17713,Benign
test_17714,Benign
test_17715,Malignant
test_17716,Malignant
test_17717,Malignant
test_17718,Malignant
test_17719,Benign
test_17720,Malignant
test_17721,Malignant
test_17722,Malignant
test_17723,Benign
test_17724,Benign
test_17725,Malignant
test_17726,Benign
test_17727,Benign
test_17728,Malignant
test_17729,Benign
test_17730,Benign
test_17731,Malignant
test_17732,Malignant
test_17733,Benign
test_17734,Benign
test_17735,Benign
test_17736,Malignant
test_17737,Malignant
test_17738,Malignant
test_17739,Benign
test_17740,Malignant
test_17741,Malignant
test_17742,Malignant
test_17743,Benign
test_17744,Malignant
test_17745,Malignant
test_17746,Benign
test_17747,Malignant
test_17748,Malignant
test_17749,Malignant
test_17750,Malignant
test_17751,Malignant
test_17752,Benign
test_17753,Benign
test_17754,Benign
test_17755,Malignant
test_17756,Malignant
test_17757,Malignant
test_17758,Malignant
test_17759,Benign
test_17760,Benign
test_17761,Malignant
test_17762,Malignant
test_17763,Benign
test_17764,Malignant
test_17765,Malignant
test_17766,Malignant
test_17767,Malignant
test_17768,Malignant
test_17769,Benign
test_17770,Malignant
test_17771,Benign
test_17772,Benign
test_17773,Benign
test_17774,Malignant
test_17775,Malignant
test_17776,Malignant
test_17777,Malignant
test_17778,Benign
test_17779,Malignant
test_17780,Benign
test_17781,Malignant
test_17782,Malignant
test_17783,Benign
test_17784,Benign
test_17785,Benign
test_17786,Benign
test_17787,Benign
test_17788,Malignant
test_17789,Benign
test_17790,Malignant
test_17791,Benign
test_17792,Malignant
test_17793,Benign
test_17794,Malignant
test_17795,Malignant
test_17796,Malignant
test_17797,Malignant
test_17798,Benign
test_17799,Benign
test_17800,Benign
test_17801,Benign
test_17802,Malignant
test_17803,Benign
test_17804,Malignant
test_17805,Benign
test_17806,Benign
test_17807,Malignant
test_17808,Malignant
test_17809,Malignant
test_17810,Benign
test_17811,Malignant
test_17812,Benign
test_17813,Malignant
test_17814,Benign
test_17815,Malignant
test_17816,Benign
test_17817,Benign
test_17818,Malignant
test_17819,Malignant
test_17820,Benign
test_17821,Benign
test_17822,Benign
test_17823,Benign
test_17824,Benign
test_17825,Malignant
test_17826,Benign
test_17827,Benign
test_17828,Malignant
test_17829,Malignant
test_17830,Malignant
test_17831,Malignant
test_17832,Benign
test_17833,Benign
test_17834,Benign
test_17835,Malignant
test_17836,Malignant
test_17837,Benign
test_17838,Benign
test_17839,Benign
test_17840,Malignant
test_17841,Benign
test_17842,Malignant
test_17843,Benign
test_17844,Malignant
test_17845,Malignant
test_17846,Benign
test_17847,Benign
test_17848,Malignant
test_17849,Benign
test_17850,Benign
test_17851,Malignant
test_17852,Malignant
test_17853,Malignant
test_17854,Malignant
test_17855,Benign
test_17856,Benign
test_17857,Malignant
test_17858,Benign
test_17859,Malignant
test_17860,Benign
test_17861,Malignant
test_17862,Benign
test_17863,Malignant
test_17864,Malignant
test_17865,Benign
test_17866,Benign
test_17867,Malignant
test_17868,Benign
test_17869,Benign
test_17870,Benign
test_17871,Benign
test_17872,Benign
test_17873,Benign
test_17874,Malignant
test_17875,Benign
test_17876,Benign
test_17877,Malignant
test_17878,Benign
test_17879,Malignant
test_17880,Benign
test_17881,Benign
test_17882,Benign
test_17883,Benign
test_17884,Malignant
test_17885,Malignant
test_17886,Benign
test_17887,Benign
test_17888,Malignant
test_17889,Benign
test_17890,Benign
test_17891,Malignant
test_17892,Malignant
test_17893,Benign
test_17894,Benign
test_17895,Malignant
test_17896,Malignant
test_17897,Benign
test_17898,Malignant
test_17899,Benign
test_17900,Malignant
test_17901,Malignant
test_17902,Malignant
test_17903,Benign
test_17904,Malignant
test_17905,Malignant
test_17906,Benign
test_17907,Malignant
test_17908,Malignant
test_17909,Malignant
test_17910,Malignant
test_17911,Benign
test_17912,Benign
test_17913,Benign
test_17914,Malignant
test_17915,Benign
test_17916,Benign
test_17917,Malignant
test_17918,Benign
test_17919,Malignant
test_17920,Benign
test_17921,Benign
test_17922,Malignant
test_17923,Benign
test_17924,Malignant
test_17925,Benign
test_17926,Benign
test_17927,Malignant
test_17928,Benign
test_17929,Benign
test_17930,Benign
test_17931,Benign
test_17932,Malignant
test_17933,Malignant
test_17934,Malignant
test_17935,Malignant
test_17936,Benign
test_17937,Benign
test_17938,Malignant
test_17939,Malignant
test_17940,Malignant
test_17941,Benign
test_17942,Benign
test_17943,Benign
test_17944,Malignant
test_17945,Benign
test_17946,Benign
test_17947,Benign
test_17948,Malignant
test_17949,Malignant
test_17950,Malignant
test_17951,Malignant
test_17952,Benign
test_17953,Benign
test_17954,Malignant
test_17955,Malignant
test_17956,Malignant
test_17957,Malignant
test_17958,Malignant
test_17959,Benign
test_17960,Benign
test_17961,Malignant
test_17962,Benign
test_17963,Malignant
test_17964,Malignant
test_17965,Malignant
test_17966,Benign
test_17967,Malignant
test_17968,Benign
test_17969,Malignant
test_17970,Benign
test_17971,Malignant
test_17972,Malignant
test_17973,Malignant
test_17974,Benign
test_17975,Benign
test_17976,Malignant
test_17977,Benign
test_17978,Malignant
test_17979,Malignant
test_17980,Malignant
test_17981,Benign
test_17982,Benign
test_17983,Benign
test_17984,Malignant
test_17985,Malignant
test_17986,Malignant
test_17987,Benign
test_17988,Benign
test_17989,Malignant
test_17990,Malignant
test_17991,Malignant
test_17992,Benign
test_17993,Benign
test_17994,Malignant
test_17995,Benign
test_17996,Benign
test_17997,Malignant
test_17998,Malignant
test_17999,Benign
test_18000,Benign
test_18001,Malignant
test_18002,Malignant
test_18003,Malignant
test_18004,Malignant
test_18005,Benign
test_18006,Benign
test_18007,Benign
test_18008,Malignant
test_18009,Malignant
test_18010,Benign
test_18011,Benign
test_18012,Malignant
test_18013,Malignant
test_18014,Benign
test_18015,Benign
test_18016,Malignant
test_18017,Malignant
test_18018,Benign
test_18019,Benign
test_18020,Malignant
test_18021,Malignant
test_18022,Malignant
test_18023,Malignant
test_18024,Benign
test_18025,Benign
test_18026,Benign
test_18027,Malignant
test_18028,Malignant
test_18029,Benign
test_18030,Malignant
test_18031,Malignant
test_18032,Benign
test_18033,Benign
test_18034,Malignant
test_18035,Malignant
test_18036,Benign
test_18037,Benign
test_18038,Malignant
test_18039,Benign
test_18040,Malignant
test_18041,Malignant
test_18042,Benign
test_18043,Malignant
test_18044,Benign
test_18045,Malignant
test_18046,Benign
test_18047,Benign
test_18048,Malignant
test_18049,Malignant
test_18050,Malignant
test_18051,Malignant
test_18052,Malignant
test_18053,Benign
test_18054,Benign
test_18055,Malignant
test_18056,Malignant
test_18057,Benign
test_18058,Malignant
test_18059,Malignant
test_18060,Benign
test_18061,Benign
test_18062,Malignant
test_18063,Malignant
test_18064,Benign
test_18065,Malignant
test_18066,Benign
test_18067,Benign
test_18068,Benign
test_18069,Malignant
test_18070,Benign
test_18071,Benign
test_18072,Benign
test_18073,Benign
test_18074,Malignant
test_18075,Benign
test_18076,Benign
test_18077,Malignant
test_18078,Benign
test_18079,Malignant
test_18080,Malignant
test_18081,Malignant
test_18082,Benign
test_18083,Malignant
test_18084,Benign
test_18085,Malignant
test_18086,Benign
test_18087,Malignant
test_18088,Benign
test_18089,Malignant
test_18090,Benign
test_18091,Malignant
test_18092,Benign
test_18093,Malignant
test_18094,Malignant
test_18095,Malignant
test_18096,Benign
test_18097,Malignant
test_18098,Malignant
test_18099,Malignant
test_18100,Malignant
test_18101,Malignant
test_18102,Malignant
test_18103,Malignant
test_18104,Benign
test_18105,Malignant
test_18106,Malignant
test_18107,Benign
test_18108,Malignant
test_18109,Malignant
test_18110,Malignant
test_18111,Malignant
test_18112,Malignant
test_18113,Benign
test_18114,Benign
test_18115,Malignant
test_18116,Benign
test_18117,Benign
test_18118,Benign
test_18119,Malignant
test_18120,Benign
test_18121,Malignant
test_18122,Malignant
test_18123,Malignant
test_18124,Benign
test_18125,Benign
test_18126,Benign
test_18127,Benign
test_18128,Malignant
test_18129,Malignant
test_18130,Malignant
test_18131,Benign
test_18132,Malignant
test_18133,Benign
test_18134,Malignant
test_18135,Malignant
test_18136,Malignant
test_18137,Malignant
test_18138,Benign
test_18139,Benign
test_18140,Malignant
test_18141,Benign
test_18142,Benign
test_18143,Benign
test_18144,Benign
test_18145,Malignant
test_18146,Malignant
test_18147,Benign
test_18148,Malignant
test_18149,Malignant
test_18150,Malignant
test_18151,Malignant
test_18152,Malignant
test_18153,Malignant
test_18154,Benign
test_18155,Malignant
test_18156,Benign
test_18157,Malignant
test_18158,Malignant
test_18159,Benign
test_18160,Benign
test_18161,Benign
test_18162,Malignant
test_18163,Benign
test_18164,Malignant
test_18165,Malignant
test_18166,Malignant
test_18167,Malignant
test_18168,Benign
test_18169,Malignant
test_18170,Malignant
test_18171,Malignant
test_18172,Benign
test_18173,Malignant
test_18174,Malignant
test_18175,Malignant
test_18176,Benign
test_18177,Malignant
test_18178,Benign
test_18179,Benign
test_18180,Malignant
test_18181,Benign
test_18182,Benign
test_18183,Malignant
test_18184,Malignant
test_18185,Malignant
test_18186,Benign
test_18187,Benign
test_18188,Malignant
test_18189,Benign
test_18190,Malignant
test_18191,Malignant
test_18192,Benign
test_18193,Benign
test_18194,Malignant
test_18195,Malignant
test_18196,Benign
test_18197,Benign
test_18198,Benign
test_18199,Malignant
test_18200,Malignant
test_18201,Benign
test_18202,Benign
test_18203,Benign
test_18204,Benign
test_18205,Malignant
test_18206,Malignant
test_18207,Malignant
test_18208,Benign
test_18209,Malignant
test_18210,Malignant
test_18211,Benign
test_18212,Malignant
test_18213,Benign
test_18214,Benign
test_18215,Malignant
test_18216,Malignant
test_18217,Malignant
test_18218,Malignant
test_18219,Malignant
test_18220,Benign
test_18221,Malignant
test_18222,Malignant
test_18223,Benign
test_18224,Benign
test_18225,Malignant
test_18226,Malignant
test_18227,Benign
test_18228,Malignant
